File accession	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Tissue_short	Age_short	Sex_short	Rep_short	Sample	Biological replicate(s)	Biosample type	Biosample organism	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR				Sample
ENCFF938LYK	mm10	ENCSR343YLB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	14.5	NA	1	MB_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF719KLN/"	11881926	ENCODE Processing Pipeline	c2d61674b985a67de4cf57184e90218f		https://www.encodeproject.org/files/ENCFF954BEO/@@download/ENCFF954BEO.tsv	M21			released	s3://encode-public/2021/03/15/29eba063-ed7a-4d05-a694-0085a41bce45/ENCFF954BEO.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_14.5_NA_1
ENCFF938LYK	mm10	ENCSR343YLB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	14.5	NA	2	MB_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF133USU/"	11878716	ENCODE Processing Pipeline	1b21d0a40e8423d4045891aa1aa2e9f5		https://www.encodeproject.org/files/ENCFF743IEH/@@download/ENCFF743IEH.tsv	M21			released	s3://encode-public/2021/03/15/39a506bb-0fcd-4fa4-ae53-3728a6b22001/ENCFF743IEH.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_14.5_NA_2
ENCFF938LYK	mm10	ENCSR367ZPZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	16.5	NA	1	MB_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF441JPJ/, /files/ENCFF363TFV/"	11880101	ENCODE Processing Pipeline	e2fdb83d6088a5b2b1e6d8e38a405958		https://www.encodeproject.org/files/ENCFF762ZJZ/@@download/ENCFF762ZJZ.tsv	M21			released	s3://encode-public/2021/03/15/18f87321-ba5c-48d3-bba3-af9407b70105/ENCFF762ZJZ.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_16.5_NA_1
ENCFF938LYK	mm10	ENCSR367ZPZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	16.5	NA	2	MB_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF934KLN/"	11886618	ENCODE Processing Pipeline	bb53495e1416f49c671f2fd5e02591ca		https://www.encodeproject.org/files/ENCFF238YUA/@@download/ENCFF238YUA.tsv	M21			released	s3://encode-public/2021/03/15/4d7ceb7b-9031-46f2-94db-1323bbb16814/ENCFF238YUA.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_16.5_NA_2
ENCFF938LYK	mm10	ENCSR557RMA	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	15.5	NA	1	MB_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF391GJD/, /files/ENCFF363TFV/"	11889820	ENCODE Processing Pipeline	2ad9fed7528555af30e3fc663693d8e9		https://www.encodeproject.org/files/ENCFF624EQM/@@download/ENCFF624EQM.tsv	M21			released	s3://encode-public/2021/03/15/fde1a0a3-f575-4d00-b640-2567962fbe39/ENCFF624EQM.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_15.5_NA_1
ENCFF938LYK	mm10	ENCSR557RMA	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	15.5	NA	2	MB_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF764VRU/, /files/ENCFF363TFV/"	11890520	ENCODE Processing Pipeline	e7e0c70aacface875fe8e6407717e6de		https://www.encodeproject.org/files/ENCFF670AQP/@@download/ENCFF670AQP.tsv	M21			released	s3://encode-public/2021/03/15/c390ce75-7903-461c-9331-37928ae328dd/ENCFF670AQP.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_15.5_NA_2
ENCFF938LYK	mm10	ENCSR719NAJ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	0	NA	1	MB_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF030PFI/, /files/ENCFF363TFV/"	11892251	ENCODE Processing Pipeline	c8ea7fc8d6cf17fafc6182d601b56c95		https://www.encodeproject.org/files/ENCFF492ODZ/@@download/ENCFF492ODZ.tsv	M21			released	s3://encode-public/2021/03/15/9bf37627-1f16-47eb-930e-d88a131a4644/ENCFF492ODZ.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_0_NA_1
ENCFF938LYK	mm10	ENCSR719NAJ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	0	NA	2	MB_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF894GMI/, /files/ENCFF363TFV/"	11892525	ENCODE Processing Pipeline	1b940c2263ff31b2f4bb19cb5e0f1d73		https://www.encodeproject.org/files/ENCFF532MRQ/@@download/ENCFF532MRQ.tsv	M21			released	s3://encode-public/2021/03/15/0d126916-61f7-46ba-89b6-9837796b70e7/ENCFF532MRQ.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_0_NA_2
ENCFF938LYK	mm10	ENCSR764OPZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	10.5	NA	1	MB_10.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	8/11/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF869PZI/, /files/ENCFF363TFV/"	11904106	ENCODE Processing Pipeline	caf36153aca55d23aac964dc5d5c8f6c		https://www.encodeproject.org/files/ENCFF875HME/@@download/ENCFF875HME.tsv	M21			released	s3://encode-public/2021/03/15/a1a8e925-392e-49b0-b3bd-d04897c9f16d/ENCFF875HME.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_10.5_NA_1
ENCFF938LYK	mm10	ENCSR764OPZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	10.5	NA	2	MB_10.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	8/11/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF435OWY/, /files/ENCFF363TFV/"	11909474	ENCODE Processing Pipeline	b9e37ca6ddb995ada4d866c2ea83731c		https://www.encodeproject.org/files/ENCFF126VCW/@@download/ENCFF126VCW.tsv	M21			released	s3://encode-public/2021/03/15/66165fdd-8cc2-4442-b56d-43b9e704483d/ENCFF126VCW.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_10.5_NA_2
ENCFF938LYK	mm10	ENCSR792RJV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	13.5	NA	1	MB_13.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF299GWZ/, /files/ENCFF363TFV/"	11880895	ENCODE Processing Pipeline	9addff184294e435c3bcc1353829bb6a		https://www.encodeproject.org/files/ENCFF189APQ/@@download/ENCFF189APQ.tsv	M21			released	s3://encode-public/2021/03/15/0ddd48eb-d9b2-4e47-875e-7c22ea86e9e5/ENCFF189APQ.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_13.5_NA_1
ENCFF938LYK	mm10	ENCSR792RJV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	13.5	NA	2	MB_13.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF899RDB/, /files/ENCFF363TFV/"	11893916	ENCODE Processing Pipeline	d9a0613cfb230baa006a4b07011f2d6c		https://www.encodeproject.org/files/ENCFF867NEL/@@download/ENCFF867NEL.tsv	M21			released	s3://encode-public/2021/03/15/788cc674-064f-4914-a32d-15551a7e222a/ENCFF867NEL.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_13.5_NA_2
ENCFF938LYK	mm10	ENCSR908JWT	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	12.5	NA	1	MB_12.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF334OPL/"	11880616	ENCODE Processing Pipeline	5b5eb7d26e0e3f299cd83b3f875daf60		https://www.encodeproject.org/files/ENCFF840AXS/@@download/ENCFF840AXS.tsv	M21			released	s3://encode-public/2021/03/24/ab54b089-5e86-44cf-b3a9-86a31153f18d/ENCFF840AXS.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_12.5_NA_1
ENCFF938LYK	mm10	ENCSR908JWT	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	12.5	NA	2	MB_12.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF913KTR/"	11890714	ENCODE Processing Pipeline	b774e4fe6f2faa82bc073ab38995f754		https://www.encodeproject.org/files/ENCFF521YOL/@@download/ENCFF521YOL.tsv	M21			released	s3://encode-public/2021/03/24/8366c121-a6ab-4dc2-93b0-1dee5be21418/ENCFF521YOL.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_12.5_NA_2
ENCFF938LYK	mm10	ENCSR000AIA	polyA plus RNA-seq	/mouse-donors/ENCDO321TZV/	CL:0000187	myocyte	MT	NA	F	1	MT_NA_F_1	1	in vitro differentiated cells	Mus musculus	polyadenylated mRNA		Trizol			unstranded	5/7/12	ENCODE	chemical (generic)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF285YZU/"	11849847	ENCODE Processing Pipeline	e53bae4aafcc30eaa595a22d44b37edb		https://www.encodeproject.org/files/ENCFF935TKW/@@download/ENCFF935TKW.tsv	M21			released	s3://encode-public/2021/03/15/118154ca-b360-4635-8500-74d33566dff0/ENCFF935TKW.tsv	ENCODE4 v1.2.1 mm10 M21	released	missing spikeins						MT_NA_F_1
ENCFF938LYK	mm10	ENCSR004XCU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	15.5	NA	1	NT_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF583YOL/, /files/ENCFF363TFV/"	11884048	ENCODE Processing Pipeline	c36fcfd364fe354119dacb0092311292		https://www.encodeproject.org/files/ENCFF361GJT/@@download/ENCFF361GJT.tsv	M21			released	s3://encode-public/2021/03/15/f7d39c89-cf19-4970-bf70-795d43474dd4/ENCFF361GJT.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_15.5_NA_1
ENCFF938LYK	mm10	ENCSR004XCU	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	15.5	NA	2	NT_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF467LMO/, /files/ENCFF363TFV/"	11892815	ENCODE Processing Pipeline	739e454b375edfbb6180289256363485		https://www.encodeproject.org/files/ENCFF698VUU/@@download/ENCFF698VUU.tsv	M21			released	s3://encode-public/2021/03/15/9f39569d-687a-4051-aa16-181178bcd1d6/ENCFF698VUU.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_15.5_NA_2
ENCFF938LYK	mm10	ENCSR115TWD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	13.5	NA	1	NT_13.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF825YPY/"	11885454	ENCODE Processing Pipeline	5aee4f58de80a21db293f51b8580d7eb		https://www.encodeproject.org/files/ENCFF867IVC/@@download/ENCFF867IVC.tsv	M21			released	s3://encode-public/2021/03/15/ae608f9e-0069-4810-ab87-5bf72d531516/ENCFF867IVC.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_13.5_NA_1
ENCFF938LYK	mm10	ENCSR115TWD	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	13.5	NA	2	NT_13.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF329ZBI/"	11868013	ENCODE Processing Pipeline	dad173be71878f61dc40c07254c67c47		https://www.encodeproject.org/files/ENCFF764ASK/@@download/ENCFF764ASK.tsv	M21			released	s3://encode-public/2021/03/15/2429c1a0-2513-4072-80d3-cb087d3488d0/ENCFF764ASK.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_13.5_NA_2
ENCFF938LYK	mm10	ENCSR337FYI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	11.5	NA	1	NT_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF615LWF/"	11882534	ENCODE Processing Pipeline	904c78df5228b6a4d363827474e09b93		https://www.encodeproject.org/files/ENCFF844YWT/@@download/ENCFF844YWT.tsv	M21			released	s3://encode-public/2021/03/15/49311df5-9f48-48d5-a422-9d901146b7de/ENCFF844YWT.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_11.5_NA_1
ENCFF938LYK	mm10	ENCSR337FYI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	11.5	NA	2	NT_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF296GOV/"	11885388	ENCODE Processing Pipeline	911fb59f604e576fcd80e39a7e4f0f6e		https://www.encodeproject.org/files/ENCFF343KIR/@@download/ENCFF343KIR.tsv	M21			released	s3://encode-public/2021/03/15/3193578f-ba5a-4a7b-8926-e2671dbc56c5/ENCFF343KIR.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_11.5_NA_2
ENCFF938LYK	mm10	ENCSR508GWZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	12.5	NA	1	NT_12.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF258KPJ/"	11883601	ENCODE Processing Pipeline	979c06db0ff1b3c2f778cb4111d9388e		https://www.encodeproject.org/files/ENCFF700HIA/@@download/ENCFF700HIA.tsv	M21			released	s3://encode-public/2021/03/15/4ae6ac42-c8c6-4013-8f7f-cb6944939323/ENCFF700HIA.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_12.5_NA_1
ENCFF938LYK	mm10	ENCSR508GWZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	12.5	NA	2	NT_12.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF654GTF/"	11887924	ENCODE Processing Pipeline	09dbc5c29e90206ae95bfd541e14946f		https://www.encodeproject.org/files/ENCFF550DPX/@@download/ENCFF550DPX.tsv	M21			released	s3://encode-public/2021/03/15/b83a43cc-5528-43a5-8e3a-e6e5eb39f051/ENCFF550DPX.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_12.5_NA_2
ENCFF938LYK	mm10	ENCSR667TOX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	0	NA	1	NT_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF125YCR/, /files/ENCFF363TFV/"	11874260	ENCODE Processing Pipeline	89c08652f412244a2a94bc5025a1ed90		https://www.encodeproject.org/files/ENCFF089FEV/@@download/ENCFF089FEV.tsv	M21			released	s3://encode-public/2021/03/15/5e6d171c-5b96-45da-93fe-5762d69aef67/ENCFF089FEV.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_0_NA_1
ENCFF938LYK	mm10	ENCSR667TOX	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	0	NA	2	NT_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF013WAT/, /files/ENCFF363TFV/"	11892656	ENCODE Processing Pipeline	3271e7ca2d310f6b1a74a14b0b843aa9		https://www.encodeproject.org/files/ENCFF384FTH/@@download/ENCFF384FTH.tsv	M21			released	s3://encode-public/2021/03/15/964fe196-b90b-48bf-a311-8ee5dcc8b77b/ENCFF384FTH.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_0_NA_2
ENCFF938LYK	mm10	ENCSR928OXI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	14.5	NA	1	NT_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF669HMX/, /files/ENCFF363TFV/"	11878844	ENCODE Processing Pipeline	4f65fb8b91f0c9eb6e0a462922c1ef88		https://www.encodeproject.org/files/ENCFF457PAJ/@@download/ENCFF457PAJ.tsv	M21			released	s3://encode-public/2021/03/24/a99efd7a-8341-406e-a154-3e258a3cc998/ENCFF457PAJ.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_14.5_NA_1
ENCFF938LYK	mm10	ENCSR928OXI	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001049	neural tube	NT	14.5	NA	2	NT_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF489WNQ/"	11870945	ENCODE Processing Pipeline	3d8d584e53d357e3cfcc1ae25aa325ac		https://www.encodeproject.org/files/ENCFF631ASV/@@download/ENCFF631ASV.tsv	M21			released	s3://encode-public/2021/03/24/31328650-850f-48ba-b8c8-d3a50d66930a/ENCFF631ASV.tsv	ENCODE4 v1.2.1 mm10 M21	released							NT_14.5_NA_2
ENCFF938LYK	mm10	ENCSR946HWC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001134	skeletal muscle tissue	SM	0	NA	1	SM_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF331QEB/, /files/ENCFF363TFV/"	11894524	ENCODE Processing Pipeline	30d9b2d4094105cf063cd19f18bbc9fe		https://www.encodeproject.org/files/ENCFF821NZN/@@download/ENCFF821NZN.tsv	M21			released	s3://encode-public/2021/03/24/dee792e1-5e6c-48fd-827f-c31995d8f3f3/ENCFF821NZN.tsv	ENCODE4 v1.2.1 mm10 M21	released							SM_0_NA_1
ENCFF938LYK	mm10	ENCSR946HWC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001134	skeletal muscle tissue	SM	0	NA	2	SM_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF469DBQ/, /files/ENCFF363TFV/"	11888517	ENCODE Processing Pipeline	b6ebe5048a52a5cdc7b81099c4648e93		https://www.encodeproject.org/files/ENCFF325DJX/@@download/ENCFF325DJX.tsv	M21			released	s3://encode-public/2021/03/24/a1ded0a3-a4db-4b33-9244-523dc54d6cf7/ENCFF325DJX.tsv	ENCODE4 v1.2.1 mm10 M21	released							SM_0_NA_2
ENCFF938LYK	mm10	ENCSR178GUS	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	0	NA	1	S_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF488VWD/"	11911024	ENCODE Processing Pipeline	78d42d8004819e0507aaccc9a5cf5e06		https://www.encodeproject.org/files/ENCFF865VYW/@@download/ENCFF865VYW.tsv	M21			released	s3://encode-public/2021/03/15/07c266e4-3d29-4345-9eaf-556451e3b091/ENCFF865VYW.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_0_NA_1
ENCFF938LYK	mm10	ENCSR178GUS	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	0	NA	2	S_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF576LSD/"	11898913	ENCODE Processing Pipeline	75ca3a7861f0ef9c504648b3619e0e48		https://www.encodeproject.org/files/ENCFF600GSY/@@download/ENCFF600GSY.tsv	M21			released	s3://encode-public/2021/03/15/b924acd9-0b80-4d97-991d-e142a8d5aa26/ENCFF600GSY.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_0_NA_2
ENCFF938LYK	mm10	ENCSR290RRR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	14.5	NA	1	S_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF655QRN/"	11872090	ENCODE Processing Pipeline	0ab8415e6c1f1fdb6f46414ac9f1822a		https://www.encodeproject.org/files/ENCFF952IBO/@@download/ENCFF952IBO.tsv	M21			released	s3://encode-public/2021/03/15/b36523ad-75b2-46a1-b3d5-a19a2f0b34f9/ENCFF952IBO.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_14.5_NA_1
ENCFF938LYK	mm10	ENCSR290RRR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	14.5	NA	2	S_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF417NZW/"	11872341	ENCODE Processing Pipeline	89c542dff8b8cd674cc7d89b11b6b20a		https://www.encodeproject.org/files/ENCFF361QMV/@@download/ENCFF361QMV.tsv	M21			released	s3://encode-public/2021/03/15/b77e178a-9e33-49dd-b555-695990e992b2/ENCFF361QMV.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_14.5_NA_2
ENCFF938LYK	mm10	ENCSR466KZY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	16.5	NA	1	S_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF936MHQ/"	11899515	ENCODE Processing Pipeline	e50361fd03750d8d3ef4d4e2e971f259		https://www.encodeproject.org/files/ENCFF899QOE/@@download/ENCFF899QOE.tsv	M21			released	s3://encode-public/2021/03/15/9f471d38-4fdc-4a38-a342-2c1804d82e06/ENCFF899QOE.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_16.5_NA_1
ENCFF938LYK	mm10	ENCSR466KZY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	16.5	NA	2	S_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF894WMH/"	11875375	ENCODE Processing Pipeline	a84a17d82efa486db8fe3789428199e0		https://www.encodeproject.org/files/ENCFF630IFU/@@download/ENCFF630IFU.tsv	M21			released	s3://encode-public/2021/03/15/8e605bbe-2cca-4964-bf31-805096e8ffe9/ENCFF630IFU.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_16.5_NA_2
ENCFF938LYK	mm10	ENCSR906YQZ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	S	15.5	NA	1	S_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF074IJR/"	11894745	ENCODE Processing Pipeline	e4720d9dceffe62cc58925ad7e56def1		https://www.encodeproject.org/files/ENCFF238RTX/@@download/ENCFF238RTX.tsv	M21			released	s3://encode-public/2021/03/24/3863daa7-081e-4da2-94ca-00ba4262f21b/ENCFF238RTX.tsv	ENCODE4 v1.2.1 mm10 M21	released							S_15.5_NA_1
